cand1,cand2,week,poll_gap,pro_gap,con_gap,state
Christie,Cruz,2015-12-25,-0.5,19.4285714286,4.14285714286,New Hampshire
Christie,Rubio,2015-12-25,-1.6,-20.5714285714,-6.85714285714,New Hampshire
Christie,Trump,2015-12-25,3.8,19.8571428571,4.14285714286,New Hampshire
Cruz,Rubio,2015-12-25,-1.1,-40.0,-11.0,New Hampshire
Cruz,Trump,2015-12-25,4.3,0.428571428571,0.0,New Hampshire
Rubio,Trump,2015-12-25,5.4,40.4285714286,11.0,New Hampshire
Christie,Cruz,2015-12-26,-1.3,18.5714285714,4.28571428571,New Hampshire
Christie,Rubio,2015-12-26,-1.9,-20.8571428571,-5.42857142857,New Hampshire
Christie,Trump,2015-12-26,4.2,19.0,4.28571428571,New Hampshire
Cruz,Rubio,2015-12-26,-0.6,-39.4285714286,-9.71428571429,New Hampshire
Cruz,Trump,2015-12-26,5.5,0.428571428571,0.0,New Hampshire
Rubio,Trump,2015-12-26,6.1,39.8571428571,9.71428571429,New Hampshire
Christie,Cruz,2015-12-27,0.3,17.5714285714,4.28571428571,New Hampshire
Christie,Rubio,2015-12-27,-2.7,-21.5714285714,-3.71428571429,New Hampshire
Christie,Trump,2015-12-27,3.0,19.1428571429,4.28571428571,New Hampshire
Cruz,Rubio,2015-12-27,-3.0,-39.1428571429,-8.0,New Hampshire
Cruz,Trump,2015-12-27,2.7,1.57142857143,0.0,New Hampshire
Rubio,Trump,2015-12-27,5.7,40.7142857143,8.0,New Hampshire
Christie,Cruz,2015-12-28,0.3,16.8571428571,4.28571428571,New Hampshire
Christie,Rubio,2015-12-28,-2.7,-23.4285714286,-0.571428571429,New Hampshire
Christie,Trump,2015-12-28,3.0,18.4285714286,4.28571428571,New Hampshire
Cruz,Rubio,2015-12-28,-3.0,-40.2857142857,-4.85714285714,New Hampshire
Cruz,Trump,2015-12-28,2.7,1.57142857143,0.0,New Hampshire
Rubio,Trump,2015-12-28,5.7,41.8571428571,4.85714285714,New Hampshire
Christie,Cruz,2015-12-29,0.2,15.8571428571,6.14285714286,New Hampshire
Christie,Rubio,2015-12-29,-2.4,-23.8571428571,1.0,New Hampshire
Christie,Trump,2015-12-29,2.9,17.4285714286,6.14285714286,New Hampshire
Cruz,Rubio,2015-12-29,-2.6,-39.7142857143,-5.14285714286,New Hampshire
Cruz,Trump,2015-12-29,2.7,1.57142857143,0.0,New Hampshire
Rubio,Trump,2015-12-29,5.3,41.2857142857,5.14285714286,New Hampshire
Christie,Cruz,2015-12-30,0.5,15.4285714286,9.57142857143,New Hampshire
Christie,Rubio,2015-12-30,-1.2,-25.4285714286,3.85714285714,New Hampshire
Christie,Trump,2015-12-30,1.8,16.7142857143,9.57142857143,New Hampshire
Cruz,Rubio,2015-12-30,-1.7,-40.8571428571,-5.71428571429,New Hampshire
Cruz,Trump,2015-12-30,1.3,1.28571428571,0.0,New Hampshire
Rubio,Trump,2015-12-30,3.0,42.1428571429,5.71428571429,New Hampshire
Christie,Cruz,2015-12-31,-0.2,13.7142857143,15.4285714286,New Hampshire
Christie,Rubio,2015-12-31,-0.6,-24.5714285714,8.0,New Hampshire
Christie,Trump,2015-12-31,-0.2,15.4285714286,15.4285714286,New Hampshire
Cruz,Rubio,2015-12-31,-0.4,-38.2857142857,-7.42857142857,New Hampshire
Cruz,Trump,2015-12-31,0.0,1.71428571429,0.0,New Hampshire
Rubio,Trump,2015-12-31,0.4,40.0,7.42857142857,New Hampshire
Christie,Cruz,2016-01-01,-0.2,14.1428571429,18.7142857143,New Hampshire
Christie,Rubio,2016-01-01,-0.6,-23.5714285714,10.4285714286,New Hampshire
Christie,Trump,2016-01-01,-0.2,15.8571428571,18.7142857143,New Hampshire
Cruz,Rubio,2016-01-01,-0.4,-37.7142857143,-8.28571428571,New Hampshire
Cruz,Trump,2016-01-01,0.0,1.71428571429,0.0,New Hampshire
Rubio,Trump,2016-01-01,0.4,39.4285714286,8.28571428571,New Hampshire
Christie,Cruz,2016-01-02,0.4,14.1428571429,21.5714285714,New Hampshire
Christie,Rubio,2016-01-02,-1.1,-23.1428571429,13.5714285714,New Hampshire
Christie,Trump,2016-01-02,-2.1,15.8571428571,21.5714285714,New Hampshire
Cruz,Rubio,2016-01-02,-1.5,-37.2857142857,-8.0,New Hampshire
Cruz,Trump,2016-01-02,-2.5,1.71428571429,0.0,New Hampshire
Rubio,Trump,2016-01-02,-1.0,39.0,8.0,New Hampshire
Christie,Cruz,2016-01-03,0.4,15.1428571429,25.0,New Hampshire
Christie,Rubio,2016-01-03,-1.1,-23.0,16.8571428571,New Hampshire
Christie,Trump,2016-01-03,-2.1,15.7142857143,25.0,New Hampshire
Cruz,Rubio,2016-01-03,-1.5,-38.1428571429,-8.14285714286,New Hampshire
Cruz,Trump,2016-01-03,-2.5,0.571428571429,0.0,New Hampshire
Rubio,Trump,2016-01-03,-1.0,38.7142857143,8.14285714286,New Hampshire
Christie,Cruz,2016-01-04,0.4,15.4285714286,31.0,New Hampshire
Christie,Rubio,2016-01-04,-1.1,-23.5714285714,23.5714285714,New Hampshire
Christie,Trump,2016-01-04,-2.1,15.7142857143,30.7142857143,New Hampshire
Cruz,Rubio,2016-01-04,-1.5,-39.0,-7.42857142857,New Hampshire
Cruz,Trump,2016-01-04,-2.5,0.285714285714,-0.285714285714,New Hampshire
Rubio,Trump,2016-01-04,-1.0,39.2857142857,7.14285714286,New Hampshire
Christie,Cruz,2016-01-05,-0.0,15.2857142857,36.5714285714,New Hampshire
Christie,Rubio,2016-01-05,-1.0,-21.8571428571,29.5714285714,New Hampshire
Christie,Trump,2016-01-05,-0.8,13.4285714286,34.7142857143,New Hampshire
Cruz,Rubio,2016-01-05,-1.0,-37.1428571429,-7.0,New Hampshire
Cruz,Trump,2016-01-05,-0.8,-1.85714285714,-1.85714285714,New Hampshire
Rubio,Trump,2016-01-05,0.2,35.2857142857,5.14285714286,New Hampshire
Christie,Cruz,2016-01-06,1.1,14.5714285714,39.7142857143,New Hampshire
Christie,Kasich,2016-01-06,-1.4,9.71428571429,10.7142857143,New Hampshire
Christie,Rubio,2016-01-06,-1.9,-17.1428571429,31.1428571429,New Hampshire
Christie,Trump,2016-01-06,-1.1,8.28571428571,36.8571428571,New Hampshire
Cruz,Kasich,2016-01-06,-2.5,-4.85714285714,-29.0,New Hampshire
Cruz,Rubio,2016-01-06,-3.0,-31.7142857143,-8.57142857143,New Hampshire
Cruz,Trump,2016-01-06,-2.2,-6.28571428571,-2.85714285714,New Hampshire
Kasich,Rubio,2016-01-06,-0.5,-26.8571428571,20.4285714286,New Hampshire
Kasich,Trump,2016-01-06,0.3,-1.42857142857,26.1428571429,New Hampshire
Rubio,Trump,2016-01-06,0.8,25.4285714286,5.71428571429,New Hampshire
Christie,Cruz,2016-01-07,1.1,17.2857142857,38.4285714286,New Hampshire
Christie,Kasich,2016-01-07,-1.4,12.7142857143,11.7142857143,New Hampshire
Christie,Rubio,2016-01-07,-1.9,-11.4285714286,25.0,New Hampshire
Christie,Trump,2016-01-07,-1.1,5.85714285714,35.2857142857,New Hampshire
Cruz,Kasich,2016-01-07,-2.5,-4.57142857143,-26.7142857143,New Hampshire
Cruz,Rubio,2016-01-07,-3.0,-28.7142857143,-13.4285714286,New Hampshire
Cruz,Trump,2016-01-07,-2.2,-11.4285714286,-3.14285714286,New Hampshire
Kasich,Rubio,2016-01-07,-0.5,-24.1428571429,13.2857142857,New Hampshire
Kasich,Trump,2016-01-07,0.3,-6.85714285714,23.5714285714,New Hampshire
Rubio,Trump,2016-01-07,0.8,17.2857142857,10.2857142857,New Hampshire
Carson,Christie,2016-01-08,-0.1,-24.5714285714,-39.5714285714,New Hampshire
Carson,Cruz,2016-01-08,0.7,-2.71428571429,0.0,New Hampshire
Carson,Rubio,2016-01-08,-2.4,-29.2857142857,-18.7142857143,New Hampshire
Carson,Trump,2016-01-08,-4.6,-20.1428571429,-3.14285714286,New Hampshire
Christie,Cruz,2016-01-08,0.8,21.8571428571,39.5714285714,New Hampshire
Christie,Rubio,2016-01-08,-2.3,-4.71428571429,20.8571428571,New Hampshire
Christie,Trump,2016-01-08,-4.5,4.42857142857,36.4285714286,New Hampshire
Cruz,Rubio,2016-01-08,-3.1,-26.5714285714,-18.7142857143,New Hampshire
Cruz,Trump,2016-01-08,-5.3,-17.4285714286,-3.14285714286,New Hampshire
Rubio,Trump,2016-01-08,-2.2,9.14285714286,15.5714285714,New Hampshire
Carson,Christie,2016-01-09,-1.1,-26.4285714286,-39.5714285714,New Hampshire
Carson,Cruz,2016-01-09,0.1,-3.71428571429,-1.71428571429,New Hampshire
Carson,Kasich,2016-01-09,-2.5,-8.14285714286,-23.4285714286,New Hampshire
Carson,Rubio,2016-01-09,-1.8,-28.5714285714,-21.7142857143,New Hampshire
Carson,Trump,2016-01-09,-6.0,-23.4285714286,-4.85714285714,New Hampshire
Christie,Cruz,2016-01-09,1.2,22.7142857143,37.8571428571,New Hampshire
Christie,Kasich,2016-01-09,-1.4,18.2857142857,16.1428571429,New Hampshire
Christie,Rubio,2016-01-09,-0.7,-2.14285714286,17.8571428571,New Hampshire
Christie,Trump,2016-01-09,-4.9,3.0,34.7142857143,New Hampshire
Cruz,Kasich,2016-01-09,-2.6,-4.42857142857,-21.7142857143,New Hampshire
Cruz,Rubio,2016-01-09,-1.9,-24.8571428571,-20.0,New Hampshire
Cruz,Trump,2016-01-09,-6.1,-19.7142857143,-3.14285714286,New Hampshire
Kasich,Rubio,2016-01-09,0.7,-20.4285714286,1.71428571429,New Hampshire
Kasich,Trump,2016-01-09,-3.5,-15.2857142857,18.5714285714,New Hampshire
Rubio,Trump,2016-01-09,-4.2,5.14285714286,16.8571428571,New Hampshire
Bush,Carson,2016-01-10,5.4,60.5714285714,6.42857142857,New Hampshire
Bush,Cruz,2016-01-10,5.6,55.4285714286,0.0,New Hampshire
Bush,Rubio,2016-01-10,3.1,33.2857142857,-18.7142857143,New Hampshire
Bush,Trump,2016-01-10,-2.8,34.2857142857,-3.14285714286,New Hampshire
Carson,Cruz,2016-01-10,0.2,-5.14285714286,-6.42857142857,New Hampshire
Carson,Rubio,2016-01-10,-2.3,-27.2857142857,-25.1428571429,New Hampshire
Carson,Trump,2016-01-10,-8.2,-26.2857142857,-9.57142857143,New Hampshire
Cruz,Rubio,2016-01-10,-2.5,-22.1428571429,-18.7142857143,New Hampshire
Cruz,Trump,2016-01-10,-8.4,-21.1428571429,-3.14285714286,New Hampshire
Rubio,Trump,2016-01-10,-5.9,1.0,15.5714285714,New Hampshire
Cruz,Kasich,2016-01-11,-3.2,-3.71428571429,-0.714285714286,New Hampshire
Cruz,Rubio,2016-01-11,-2.1,-18.1428571429,-14.2857142857,New Hampshire
Cruz,Trump,2016-01-11,-6.6,-25.8571428571,-2.85714285714,New Hampshire
Kasich,Rubio,2016-01-11,1.1,-14.4285714286,-13.5714285714,New Hampshire
Kasich,Trump,2016-01-11,-3.4,-22.1428571429,-2.14285714286,New Hampshire
Rubio,Trump,2016-01-11,-4.5,-7.71428571429,11.4285714286,New Hampshire
Cruz,Kasich,2016-01-12,-2.0,-2.85714285714,10.8571428571,New Hampshire
Cruz,Rubio,2016-01-12,-0.8,-15.4285714286,-10.8571428571,New Hampshire
Cruz,Trump,2016-01-12,-4.6,-27.1428571429,-1.28571428571,New Hampshire
Kasich,Rubio,2016-01-12,1.2,-12.5714285714,-21.7142857143,New Hampshire
Kasich,Trump,2016-01-12,-2.6,-24.2857142857,-12.1428571429,New Hampshire
Rubio,Trump,2016-01-12,-3.8,-11.7142857143,9.57142857143,New Hampshire
Cruz,Kasich,2016-01-13,-0.6,-3.57142857143,19.4285714286,New Hampshire
Cruz,Rubio,2016-01-13,1.2,-15.1428571429,-8.0,New Hampshire
Cruz,Trump,2016-01-13,-3.2,-25.5714285714,-0.285714285714,New Hampshire
Kasich,Rubio,2016-01-13,1.8,-11.5714285714,-27.4285714286,New Hampshire
Kasich,Trump,2016-01-13,-2.6,-22.0,-19.7142857143,New Hampshire
Rubio,Trump,2016-01-13,-4.4,-10.4285714286,7.71428571429,New Hampshire
Cruz,Kasich,2016-01-14,-0.6,-3.28571428571,23.7142857143,New Hampshire
Cruz,Rubio,2016-01-14,1.4,-15.8571428571,-5.28571428571,New Hampshire
Cruz,Trump,2016-01-14,-4.0,-23.2857142857,-0.285714285714,New Hampshire
Kasich,Rubio,2016-01-14,2.0,-12.5714285714,-29.0,New Hampshire
Kasich,Trump,2016-01-14,-3.4,-20.0,-24.0,New Hampshire
Rubio,Trump,2016-01-14,-5.4,-7.42857142857,5.0,New Hampshire
Cruz,Kasich,2016-01-15,-0.4,-3.85714285714,28.2857142857,New Hampshire
Cruz,Rubio,2016-01-15,2.1,-16.8571428571,-1.71428571429,New Hampshire
Cruz,Trump,2016-01-15,-0.9,-22.1428571429,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-15,2.5,-13.0,-30.0,New Hampshire
Kasich,Trump,2016-01-15,-0.5,-18.2857142857,-28.7142857143,New Hampshire
Rubio,Trump,2016-01-15,-3.0,-5.28571428571,1.28571428571,New Hampshire
Cruz,Kasich,2016-01-16,0.8,-4.57142857143,28.7142857143,New Hampshire
Cruz,Rubio,2016-01-16,1.9,-18.7142857143,-4.14285714286,New Hampshire
Cruz,Trump,2016-01-16,0.7,-21.2857142857,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-16,1.1,-14.1428571429,-32.8571428571,New Hampshire
Kasich,Trump,2016-01-16,-0.1,-16.7142857143,-29.1428571429,New Hampshire
Rubio,Trump,2016-01-16,-1.2,-2.57142857143,3.71428571429,New Hampshire
Cruz,Kasich,2016-01-17,1.1,-5.42857142857,27.4285714286,New Hampshire
Cruz,Rubio,2016-01-17,2.5,-21.4285714286,-6.42857142857,New Hampshire
Cruz,Trump,2016-01-17,3.0,-21.5714285714,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-17,1.4,-16.0,-33.8571428571,New Hampshire
Kasich,Trump,2016-01-17,1.9,-16.1428571429,-27.8571428571,New Hampshire
Rubio,Trump,2016-01-17,0.5,-0.142857142857,6.0,New Hampshire
Cruz,Kasich,2016-01-18,1.1,-4.42857142857,21.8571428571,New Hampshire
Cruz,Rubio,2016-01-18,2.7,-24.7142857143,-15.7142857143,New Hampshire
Cruz,Trump,2016-01-18,1.4,-22.1428571429,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-18,1.6,-20.2857142857,-37.5714285714,New Hampshire
Kasich,Trump,2016-01-18,0.3,-17.7142857143,-22.2857142857,New Hampshire
Rubio,Trump,2016-01-18,-1.3,2.57142857143,15.2857142857,New Hampshire
Cruz,Kasich,2016-01-19,-1.0,-3.71428571429,19.0,New Hampshire
Cruz,Rubio,2016-01-19,2.7,-28.4285714286,-21.0,New Hampshire
Cruz,Trump,2016-01-19,-0.3,-25.0,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-19,3.7,-24.7142857143,-40.0,New Hampshire
Kasich,Trump,2016-01-19,0.7,-21.2857142857,-19.4285714286,New Hampshire
Rubio,Trump,2016-01-19,-3.0,3.42857142857,20.5714285714,New Hampshire
Cruz,Kasich,2016-01-20,0.2,-3.71428571429,14.8571428571,New Hampshire
Cruz,Rubio,2016-01-20,3.6,-29.2857142857,-27.1428571429,New Hampshire
Cruz,Trump,2016-01-20,-1.3,-27.7142857143,-0.428571428571,New Hampshire
Kasich,Rubio,2016-01-20,3.4,-25.5714285714,-42.0,New Hampshire
Kasich,Trump,2016-01-20,-1.5,-24.0,-15.2857142857,New Hampshire
Rubio,Trump,2016-01-20,-4.9,1.57142857143,26.7142857143,New Hampshire
Cruz,Kasich,2016-01-21,0.2,-3.85714285714,11.5714285714,New Hampshire
Cruz,Rubio,2016-01-21,3.4,-27.7142857143,-30.1428571429,New Hampshire
Cruz,Trump,2016-01-21,-0.5,-30.7142857143,-2.0,New Hampshire
Kasich,Rubio,2016-01-21,3.2,-23.8571428571,-41.7142857143,New Hampshire
Kasich,Trump,2016-01-21,-0.7,-26.8571428571,-13.5714285714,New Hampshire
Rubio,Trump,2016-01-21,-3.9,-3.0,28.1428571429,New Hampshire
Cruz,Kasich,2016-01-22,-0.8,-1.14285714286,7.28571428571,New Hampshire
Cruz,Rubio,2016-01-22,3.1,-24.8571428571,-27.1428571429,New Hampshire
Cruz,Trump,2016-01-22,-0.6,-28.7142857143,0.285714285714,New Hampshire
Kasich,Rubio,2016-01-22,3.9,-23.7142857143,-34.4285714286,New Hampshire
Kasich,Trump,2016-01-22,0.2,-27.5714285714,-7.0,New Hampshire
Rubio,Trump,2016-01-22,-3.7,-3.85714285714,27.4285714286,New Hampshire
Cruz,Kasich,2016-01-23,-0.8,-0.428571428571,3.42857142857,New Hampshire
Cruz,Rubio,2016-01-23,3.1,-23.2857142857,-23.2857142857,New Hampshire
Cruz,Trump,2016-01-23,-0.6,-27.5714285714,1.71428571429,New Hampshire
Kasich,Rubio,2016-01-23,3.9,-22.8571428571,-26.7142857143,New Hampshire
Kasich,Trump,2016-01-23,0.2,-27.1428571429,-1.71428571429,New Hampshire
Rubio,Trump,2016-01-23,-3.7,-4.28571428571,25.0,New Hampshire
Cruz,Kasich,2016-01-24,1.8,-0.285714285714,0.428571428571,New Hampshire
Cruz,Rubio,2016-01-24,3.5,-20.1428571429,-20.0,New Hampshire
Cruz,Trump,2016-01-24,0.4,-27.4285714286,4.28571428571,New Hampshire
Kasich,Rubio,2016-01-24,1.7,-19.8571428571,-20.4285714286,New Hampshire
Kasich,Trump,2016-01-24,-1.4,-27.1428571429,3.85714285714,New Hampshire
Rubio,Trump,2016-01-24,-3.1,-7.28571428571,24.2857142857,New Hampshire
Cruz,Kasich,2016-01-25,2.3,-1.57142857143,-3.14285714286,New Hampshire
Cruz,Rubio,2016-01-25,3.6,-16.7142857143,-12.4285714286,New Hampshire
Cruz,Trump,2016-01-25,0.3,-24.7142857143,8.0,New Hampshire
Kasich,Rubio,2016-01-25,1.3,-15.1428571429,-9.28571428571,New Hampshire
Kasich,Trump,2016-01-25,-2.0,-23.1428571429,11.1428571429,New Hampshire
Rubio,Trump,2016-01-25,-3.3,-8.0,20.4285714286,New Hampshire
Cruz,Kasich,2016-01-26,3.4,-2.28571428571,-9.57142857143,New Hampshire
Cruz,Rubio,2016-01-26,1.9,-16.8571428571,-7.28571428571,New Hampshire
Cruz,Trump,2016-01-26,0.9,-20.1428571429,11.1428571429,New Hampshire
Kasich,Rubio,2016-01-26,-1.5,-14.5714285714,2.28571428571,New Hampshire
Kasich,Trump,2016-01-26,-2.5,-17.8571428571,20.7142857143,New Hampshire
Rubio,Trump,2016-01-26,-1.0,-3.28571428571,18.4285714286,New Hampshire
Cruz,Kasich,2016-01-27,0.9,-2.57142857143,-13.4285714286,New Hampshire
Cruz,Rubio,2016-01-27,0.2,-24.1428571429,2.57142857143,New Hampshire
Cruz,Trump,2016-01-27,1.8,-17.2857142857,15.1428571429,New Hampshire
Kasich,Rubio,2016-01-27,-0.7,-21.5714285714,16.0,New Hampshire
Kasich,Trump,2016-01-27,0.9,-14.7142857143,28.5714285714,New Hampshire
Rubio,Trump,2016-01-27,1.6,6.85714285714,12.5714285714,New Hampshire
Cruz,Kasich,2016-01-28,0.5,-4.57142857143,-15.8571428571,New Hampshire
Cruz,Rubio,2016-01-28,-0.5,-32.4285714286,13.5714285714,New Hampshire
Cruz,Trump,2016-01-28,1.2,-15.2857142857,21.8571428571,New Hampshire
Kasich,Rubio,2016-01-28,-1.0,-27.8571428571,29.4285714286,New Hampshire
Kasich,Trump,2016-01-28,0.7,-10.7142857143,37.7142857143,New Hampshire
Rubio,Trump,2016-01-28,1.7,17.1428571429,8.28571428571,New Hampshire
Bush,Cruz,2016-01-29,2.3,17.5714285714,7.85714285714,New Hampshire
Bush,Kasich,2016-01-29,2.6,10.8571428571,-5.14285714286,New Hampshire
Bush,Rubio,2016-01-29,1.5,-22.0,25.1428571429,New Hampshire
Bush,Trump,2016-01-29,3.4,1.42857142857,32.8571428571,New Hampshire
Cruz,Kasich,2016-01-29,0.3,-6.71428571429,-13.0,New Hampshire
Cruz,Rubio,2016-01-29,-0.8,-39.5714285714,17.2857142857,New Hampshire
Cruz,Trump,2016-01-29,1.1,-16.1428571429,25.0,New Hampshire
Kasich,Rubio,2016-01-29,-1.1,-32.8571428571,30.2857142857,New Hampshire
Kasich,Trump,2016-01-29,0.8,-9.42857142857,38.0,New Hampshire
Rubio,Trump,2016-01-29,1.9,23.4285714286,7.71428571429,New Hampshire
Bush,Cruz,2016-01-30,3.2,20.8571428571,9.42857142857,New Hampshire
Bush,Kasich,2016-01-30,2.4,13.7142857143,0.142857142857,New Hampshire
Bush,Rubio,2016-01-30,2.2,-23.4285714286,28.1428571429,New Hampshire
Bush,Trump,2016-01-30,4.4,3.28571428571,35.4285714286,New Hampshire
Cruz,Kasich,2016-01-30,-0.8,-7.14285714286,-9.28571428571,New Hampshire
Cruz,Rubio,2016-01-30,-1.0,-44.2857142857,18.7142857143,New Hampshire
Cruz,Trump,2016-01-30,1.2,-17.5714285714,26.0,New Hampshire
Kasich,Rubio,2016-01-30,-0.2,-37.1428571429,28.0,New Hampshire
Kasich,Trump,2016-01-30,2.0,-10.4285714286,35.2857142857,New Hampshire
Rubio,Trump,2016-01-30,2.2,26.7142857143,7.28571428571,New Hampshire
